page,response_time,set,num,selection,num_selection,reason,confidence,prolific_id,age_group,education,pronoun,previous_experience,lineup_id,type,formula,a,b,x_dist,e_dist,e_sigma,name,k,n,effect_size,answer,detect,conventional_p_value,p_value,weigthed_detect,prop_detect
14,34294,50,10,6_15_19_17_5,5,Outlier(s),Not at all,60157d30b1babe63fc1200a6,18-24,High School or below,She,Yes,552,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,uniform,normal,1,heter_552,20,100,2.663042782324176,8,FALSE,0.01993124707324334,1,0,0
15,53094,50,11,10_9_8_6_15_5,6,Outlier(s),Slightly,60157d30b1babe63fc1200a6,18-24,High School or below,She,Yes,306,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,lognormal,normal,1,heter_306,20,100,1.8712012590037261,5,TRUE,0.19512811977115468,0.07891999999999988,0.16666666666666666,0.16666666666666666
16,21839,50,12,0,0,NA,NA,60157d30b1babe63fc1200a6,18-24,High School or below,She,Yes,396,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,normal,normal,1,heter_396,20,50,1.8109216831601707,9,FALSE,0.13159186221240649,1,0,0
17,15498,50,13,4_5_14_6,4,Outlier(s),Slightly,60157d30b1babe63fc1200a6,18-24,High School or below,She,Yes,370,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,uniform,normal,1,heter_370,20,50,0,10,FALSE,0.7305928289825411,1,0,0
18,58413,50,14,3_1_20,3,Cluster(s),Moderately,60157d30b1babe63fc1200a6,18-24,High School or below,She,Yes,97,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,even_discrete,normal,1,heter_97,20,50,73.53863475980683,20,TRUE,0.0030704401005986603,0.010240000000000027,0.3333333333333333,0.6666666666666666
19,16431,50,15,1,1,Cluster(s),Very,60157d30b1babe63fc1200a6,18-24,High School or below,She,Yes,581,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,128,uniform,normal,1,heter_581,20,300,415.23401690678276,1,TRUE,1.6322489776530908e-14,0,1,0.9027777777777778
20,32276,50,16,7_17_18,3,Outlier(s),Slightly,60157d30b1babe63fc1200a6,18-24,High School or below,She,Yes,326,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,uniform,normal,1,heter_326,20,300,40.50116595283957,18,TRUE,3.0046049918604483e-6,0.008500000000000063,0.3333333333333333,0.3833333333333333
21,11717,50,17,16,1,Cluster(s),Moderately,60157d30b1babe63fc1200a6,18-24,High School or below,She,Yes,430,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,uniform,normal,1,heter_430,20,100,113.76250812787353,16,TRUE,8.010939287522292e-5,0.05025999999999997,1,1
22,9737,50,18,10,1,Cluster(s),Very,60157d30b1babe63fc1200a6,18-24,High School or below,She,Yes,584,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,256,uniform,normal,1,heter_584,20,300,591.8897696271714,10,TRUE,7.435431009796723e-10,0,1,0.9166666666666666
23,172068,50,19,9_3_7_20,4,Outlier(s),Not at all,60157d30b1babe63fc1200a6,18-24,High School or below,She,Yes,4,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,uniform,normal,1,heter_4,20,50,23.885420266255764,6,FALSE,0.050670786890702924,0.41362,0,0.06666666666666667
24,13946,50,20,3,1,Cluster(s),Moderately,60157d30b1babe63fc1200a6,18-24,High School or below,She,Yes,205,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,even_discrete,normal,1,heter_205,20,300,109.01480177015657,3,TRUE,1.287485684556816e-10,0.18291999999999997,1,0.3333333333333333
5,95963.20000004768,51,1,20,1,Outlier(s),Moderately,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,569,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,lognormal,normal,1,heter_569,20,100,14.585350988023272,20,TRUE,4.316356484719291e-5,4.999999999999449e-4,1,0.8333333333333334
6,73571.29999995232,51,2,13_14_20,3,Outlier(s),Slightly,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,380,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,normal,normal,1,heter_380,20,100,9.569078203832802,7,FALSE,0.5297434197482288,1,0,0
7,45580.200000047684,51,3,11,1,Shape,Moderately,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,10,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,normal,normal,1,heter_10,20,300,440.1788431039526,11,TRUE,3.2900802482972085e-9,0.05025999999999997,1,1
8,40989.39999997616,51,4,2_20,2,Shape,Slightly,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,299,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,uniform,normal,1,heter_299,20,100,152.64530486692837,2,TRUE,5.936595698060491e-4,0.14088,0.5,0.25
9,24810.299999952316,51,5,4,1,Outlier(s),Slightly,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,300,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,normal,normal,1,heter_300,20,50,10.235086304131523,4,TRUE,0.007183153009694535,0.04039999999999999,1,0.5
10,68295,51,6,20_2,2,Shape,Slightly,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,177,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,even_discrete,normal,1,heter_177,20,300,122.98669225084376,2,TRUE,3.42848892239372e-13,0.006800000000000028,0.5,0.75
11,18558.700000047684,51,7,20,1,Shape,Very,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,586,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,128,uniform,normal,1,heter_586,20,300,506.8521557462393,20,TRUE,9.85856178470804e-11,0,1,0.9340659340659341
12,40305.700000047684,51,8,16,1,Cluster(s),Slightly,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,512,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,uniform,normal,1,heter_512,20,50,1.2197656740900875,13,FALSE,0.1543146710764054,1,0,0
13,23273.099999904633,51,9,3,1,Outlier(s),Slightly,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,128,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,uniform,normal,1,heter_128,20,300,0,11,FALSE,0.7027988142054943,1,0,0
14,17151.800000071526,51,10,7,1,Shape,Slightly,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,490,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,lognormal,normal,1,heter_490,20,300,267.8812405137672,7,TRUE,7.674621681752428e-6,2.4000000000001798e-4,1,1
15,40637.10000002384,51,11,12_3,2,Outlier(s),Slightly,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,555,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,lognormal,normal,1,heter_555,20,50,73.7700366866928,3,TRUE,0.01829015473945117,0.18291999999999997,0.5,0.16666666666666666
16,21579.899999976158,51,12,17_3,2,Shape,Slightly,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,204,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,even_discrete,normal,1,heter_204,20,100,1.8479212741382156,9,FALSE,0.19417460298331293,1,0,0
17,36524,51,13,8,1,Cluster(s),Slightly,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,387,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,uniform,normal,1,heter_387,20,50,2.7808499831969566,4,FALSE,0.056593836531901656,0.04608000000000012,0,0.38095238095238093
18,15495.700000047684,51,14,5,1,Shape,Slightly,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,197,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,even_discrete,normal,1,heter_197,20,100,130.58589401186143,4,FALSE,2.887021031401812e-5,0.09526000000000001,0,0.5
19,26523.700000047684,51,15,15_1_5,3,Cluster(s),Slightly,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,52,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,uniform,normal,1,heter_52,20,50,20.994894580480228,1,TRUE,0.0030492646541663807,0.18928,0.3333333333333333,0.16666666666666666
20,27797.799999952316,51,16,13_15_4_20,4,Cluster(s),Slightly,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,241,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,normal,normal,1,heter_241,20,100,80.07606547270544,13,TRUE,0.034770920465008584,0.012519999999999976,0.25,0.625
21,29273.899999976158,51,17,18_19_13_14_4,5,Cluster(s),Slightly,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,309,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,even_discrete,normal,1,heter_309,20,50,40.575048268292576,3,FALSE,0.0011546318606758814,1,0,0
22,59998.5,51,18,0,0,NA,NA,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,281,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,lognormal,normal,1,heter_281,20,300,95.18862930778181,4,FALSE,0.6802065476741128,1,0,0
23,24268.799999952316,51,19,11,1,Shape,Very,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,588,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,256,uniform,normal,1,heter_588,20,300,593.468161694829,11,TRUE,1.8215070600580243e-13,0,1,1
24,31408.399999976158,51,20,18_3,2,Shape,Slightly,61501100cc9d858bd8358c69,25-39,Diploma and Bachelor Degree,She,Yes,393,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,normal,normal,1,heter_393,20,300,4.419429630480565,6,FALSE,0.11899828951682405,1,0,0
5,25608.200000047684,52,1,20,1,Outlier(s),Very,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,22,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,even_discrete,normal,1,heter_22,20,300,226.81279524354449,20,TRUE,4.629803062564603e-15,8.400000000000629e-4,1,0.75
6,17145.5,52,2,7,1,Cluster(s),Moderately,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,377,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,normal,normal,1,heter_377,20,100,2.819315470471551,7,TRUE,0.0310349114242983,0.0034399999999999986,1,1
7,25885.400000095367,52,3,11,1,Cluster(s),Slightly,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,78,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,lognormal,normal,1,heter_78,20,50,13.65887776456416,8,FALSE,0.25127696904887453,1,0,0
8,20694,52,4,10,1,Shape,Very,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,276,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,lognormal,normal,1,heter_276,20,50,16.22310651948944,6,FALSE,0.7954948574615038,1,0,0
9,19777.5,52,5,11,1,Cluster(s),Very,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,587,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,256,uniform,normal,1,heter_587,20,300,509.81871622674197,11,TRUE,6.357507847382139e-12,0,1,0.8571428571428571
10,30336,52,6,10,1,Cluster(s),Slightly,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,124,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,uniform,normal,1,heter_124,20,300,7.845207041145102,15,FALSE,0.7615302897808319,1,0,0
11,14879.5,52,7,10,1,Outlier(s),Slightly,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,29,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,even_discrete,normal,1,heter_29,20,50,0.7713571818378533,1,FALSE,0.2947665955059863,0.12559999999999993,0,0.175
12,57042,52,8,5,1,Cluster(s),Slightly,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,216,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,normal,normal,1,heter_216,20,50,41.995088053702396,3,FALSE,0.006061066962027368,1,0,0
13,12857.900000095367,52,9,6,1,Outlier(s),Moderately,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,323,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,uniform,normal,1,heter_323,20,50,68.30293391578573,6,TRUE,0.016386687549158417,0.05025999999999997,1,1
14,22808,52,10,6,1,Shape,Moderately,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,349,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,even_discrete,normal,1,heter_349,20,100,36.88438819849968,6,TRUE,1.1336409736901835e-5,0.05025999999999997,1,1
15,12593.100000143051,52,11,10,1,Shape,Moderately,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,516,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,even_discrete,normal,1,heter_516,20,100,136.3742654160305,10,TRUE,1.2343532811232472e-4,0.0034399999999999986,1,1
16,32782,52,12,11,1,Cluster(s),Slightly,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,139,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,normal,normal,1,heter_139,20,100,2.3014228833489554,9,FALSE,0.007991041405937314,1,0,0
17,17143.799999952316,52,13,15,1,Shape,Slightly,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,60,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,uniform,normal,1,heter_60,20,100,79.48377351452969,15,TRUE,3.8174849945127445e-4,0.14122,1,0.3333333333333333
18,34068.39999985695,52,14,6,1,Cluster(s),Slightly,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,546,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,normal,normal,1,heter_546,20,50,40.5805081195674,19,FALSE,0.011025843637279749,1,0,0
19,23268.89999985695,52,15,3,1,Cluster(s),Slightly,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,38,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,lognormal,normal,1,heter_38,20,100,0.43484663267282286,4,FALSE,0.0033600382191070854,1,0,0
20,32039.60000014305,52,16,7,1,Cluster(s),Slightly,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,102,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,normal,normal,1,heter_102,20,300,132.34087800475638,7,TRUE,5.281155037035357e-6,0.33972,1,0.3333333333333333
21,21775.299999952316,52,17,16,1,Outlier(s),Moderately,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,538,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,lognormal,normal,1,heter_538,20,300,145.69527692713032,16,TRUE,4.479756945297137e-18,0.0034399999999999986,1,1
22,31763.200000047684,52,18,14,1,Shape,Slightly,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,497,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,even_discrete,normal,1,heter_497,20,300,48.187218720762615,14,TRUE,1.48046297509017e-11,0.09526000000000001,1,0.5
23,10798.400000095367,52,19,2,1,Cluster(s),Moderately,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,578,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,128,uniform,normal,1,heter_578,20,300,510.0051619821702,2,TRUE,5.657831625073182e-12,0,1,0.9375
24,19952.099999904633,52,20,2,1,Cluster(s),Slightly,6092d3d5d250e90206fdc4ee,25-39,Diploma and Bachelor Degree,He,Yes,549,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,uniform,normal,1,heter_549,20,300,0,5,FALSE,0.5847913376654045,1,0,0
5,39734.09999990463,53,1,16_1,2,Outlier(s),Very,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,105,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,uniform,normal,1,heter_105,20,100,2.791599710298513,18,FALSE,0.3799712047266798,1,0,0
6,27863.700000047684,53,2,20_5_6,3,Cluster(s),Moderately,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,41,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,uniform,normal,1,heter_41,20,50,16.96723477600765,20,TRUE,0.0022027697444891446,0.009199999999999986,0.3333333333333333,0.3333333333333333
7,30241.200000047684,53,3,3,1,Shape,Very,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,579,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,256,uniform,normal,1,heter_579,20,300,515.4548126879217,3,TRUE,1.7395653817271618e-12,1.1102230246251565e-16,1,0.9318181818181818
8,24969,53,4,16_17_18_19_20_15_14_13_12_11_6_7_8_9_10_5_4_3_2_1,20,Shape,Very,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,493,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,lognormal,normal,1,heter_493,20,100,24.575103610015514,15,TRUE,0.03886052306891851,0.14122,0.05,0.35
9,26192.39999985695,53,5,1,1,Shape,Extremely,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,581,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,128,uniform,normal,1,heter_581,20,300,415.23401690678276,1,TRUE,1.6322489776530908e-14,0,1,0.9027777777777778
10,36192.59999990463,53,6,0,0,NA,NA,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,172,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,uniform,normal,1,heter_172,20,100,0,9,FALSE,0.8858166153023986,1,0,0
11,35941.799999952316,53,7,16_17_18_19_20_15_14_13_12_11_6_7_8_9_10_5_4_3_2_1,20,Shape,Extremely,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,233,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,even_discrete,normal,1,heter_233,20,300,29.596302860250518,20,TRUE,7.814083716184372e-5,1,0.05,0.016666666666666666
12,29652,53,8,20_15_14_19_18_13_12_17_16_11_6_1_2_7_8_3_4_9_10_5,20,Cluster(s),Very,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,456,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,normal,normal,1,heter_456,20,300,31.488000754447555,9,TRUE,2.0933171293162462e-6,1,0.05,0.05
13,23614.099999904633,53,9,11,1,Outlier(s),Slightly,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,453,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,lognormal,normal,1,heter_453,20,50,38.485527987056976,3,FALSE,0.010653264572265949,1,0,0
14,36667.09999990463,53,10,8,1,Outlier(s),Moderately,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,89,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,even_discrete,normal,1,heter_89,20,100,3.2528923521158433,19,FALSE,0.5549405603945676,1,0,0
15,27986.099999904633,53,11,20_5,2,Cluster(s),Extremely,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,436,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,lognormal,normal,1,heter_436,20,100,29.491858119207986,7,FALSE,0.004020128892835978,0.21867999999999999,0,0.25
16,37865.90000009537,53,12,1_2_3_4_5_10_9_8_7_6_11_12_13_14_15_20_19_18_17_16,20,Shape,Moderately,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,356,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,normal,normal,1,heter_356,20,100,94.25273249436083,16,TRUE,0.002516763929783869,1,0.05,0.025
17,32074.900000095367,53,13,4,1,Outlier(s),Extremely,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,252,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,uniform,normal,1,heter_252,20,100,140.67719047209323,4,TRUE,4.723845326407525e-7,0.0034399999999999986,1,1
18,36478,53,14,16,1,Shape,Moderately,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,432,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,even_discrete,normal,1,heter_432,20,50,21.6273347777973,20,FALSE,0.04680501572924474,1,0,0
19,24522.299999952316,53,15,16,1,Cluster(s),Extremely,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,45,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,uniform,normal,1,heter_45,20,300,252.08238751932356,16,TRUE,3.1904629412641126e-12,0.0034399999999999986,1,1
20,24280.599999904633,53,16,0,0,NA,NA,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,318,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,normal,normal,1,heter_318,20,50,0.23393051463103376,1,FALSE,0.006629154851378179,1,0,0
21,40430.299999952316,53,17,5_10_3,3,Shape,Not at all,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,6,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,normal,normal,1,heter_6,20,50,6.1546280247195,13,FALSE,0.041276492638657056,1,0,0
22,28942.299999952316,53,18,1,1,Shape,Extremely,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,43,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,even_discrete,normal,1,heter_43,20,50,62.08731562467561,1,TRUE,0.002391221928078629,0.0034399999999999986,1,1
23,28168.10000014305,53,19,16_17_18_19_20_15_14_13_12_11_6_7_8_9_10_5_4_3_2_1,20,Shape,Not at all,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,401,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,normal,normal,1,heter_401,20,300,442.0199331943032,10,TRUE,1.0407076159908154e-12,0.09526000000000001,0.05,0.525
24,25508.700000047684,53,20,19,1,Shape,Slightly,5c98f0f728cfb0001667d035,25-39,Masters Degree,He,Yes,415,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,lognormal,normal,1,heter_415,20,300,0.8642670993615127,15,FALSE,0.20039243798693107,1,0,0
5,46575.10000000894,55,1,0,0,NA,NA,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,267,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,even_discrete,normal,1,heter_267,20,100,36.19382578646223,9,FALSE,4.991267141647518e-6,1,0,0
6,16886.5,55,2,0,0,NA,NA,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,107,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,normal,normal,1,heter_107,20,300,0,9,FALSE,0.5673603514672853,1,0,0
7,17295.19999998808,55,3,4,1,Cluster(s),Slightly,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,24,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,normal,normal,1,heter_24,20,50,39.6144192820835,2,FALSE,0.12823984834762894,1,0,0
8,20853.59999999404,55,4,13,1,Shape,Very,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,134,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,lognormal,normal,1,heter_134,20,300,118.53683999130993,13,TRUE,1.2827075485385825e-14,0.05025999999999997,1,1
9,20588.09999999404,55,5,18,1,Cluster(s),Slightly,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,85,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,lognormal,normal,1,heter_85,20,50,20.689720023243915,18,TRUE,0.4822573172008865,0.05025999999999997,1,1
